-0.00500005	0.2
-0.0100002	0.3
-0.00747917	0.4
-0.0058569	0.5
-0.00439354	0.6
-0.00262461	0.7
0.000410361	0.8
0.00548146	0.9
0.014668	1
0.0301096	1.1
0.0571232	1.2
0.106564	1.3
0.193359	1.4
0.366051	1.5
0.671986	1.6
1.20456	1.7
1.89322	1.8
2.53245	1.9
2.97178	2
3.01764	2.1
2.79367	2.2
2.44093	2.3
2.05806	2.4
1.72312	2.5
1.44992	2.6
1.2051	2.7
1.03317	2.8
0.897314	2.9
0.778505	3
0.685606	3.1
0.596164	3.2
0.539873	3.3
0.510416	3.4
0.461482	3.5
0.426525	3.6
0.389297	3.7
0.351937	3.8
0.336314	3.9
0.312772	4
0.288423	4.1
0.261174	4.2
0.250158	4.3
0.239809	4.4
0.234649	4.5
0.209891	4.6
0.207795	4.7
0.195791	4.8
0.187271	4.9
0.185099	5
