-0.0640007	0.2
-0.0444449	0.3
-0.0250003	0.4
-0.0160002	0.5
-0.0111112	0.6
-0.00816335	0.7
0.000743896	0.8
-0.0029591	0.9
0.0121269	1
0.0593329	1.1
0.0703462	1.2
0.104407	1.3
0.144916	1.4
0.198718	1.5
0.2236	1.6
0.321761	1.7
0.383561	1.8
0.535147	1.9
0.648445	2
0.66894	2.1
1.234	2.2
1.39176	2.3
1.40864	2.4
1.266	2.5
0.858117	2.6
0.92252	2.7
0.639022	2.8
0.423745	2.9
0.419417	3
0.390545	3.1
0.296707	3.2
0.308199	3.3
0.273141	3.4
0.252315	3.5
0.21196	3.6
0.197966	3.7
0.212776	3.8
0.186108	3.9
0.181973	4
0.167095	4.1
0.147092	4.2
0.142198	4.3
0.129461	4.4
0.128531	4.5
0.129907	4.6
0.106596	4.7
0.101796	4.8
0.104657	4.9
0.103505	5
