8.0008	0.2
2.68777	0.3
-8.0008	0.4
7.0007	0.5
5.74899	0.6
-6.50065	0.7
-1.45376	0.8
-2.97053	0.9
0.749303	1
-0.562841	1.1
1.93787	1.2
5.27739	1.3
8.0008	1.4
7.58907	1.5
8.0008	1.6
-8.0008	1.7
7.99998	1.8
-2.39669	1.9
7.99396	2
-7.78746	2.1
-7.99886	2.2
-7.99856	2.3
7.9914	2.4
7.99228	2.5
-7.97082	2.6
7.97456	2.7
7.98008	2.8
-7.97489	2.9
-7.93966	3
-1.22786	3.1
7.7427	3.2
7.94889	3.3
-7.92403	3.4
7.84875	3.5
7.87569	3.6
-7.87213	3.7
7.81395	3.8
-7.83656	3.9
-7.77655	4
7.73629	4.1
7.68565	4.2
-7.65581	4.3
-7.69477	4.4
-7.53149	4.5
-7.61792	4.6
-7.52945	4.7
-7.46762	4.8
-7.20853	4.9
7.31485	5
