-16.3856	0.2
-8.57402	0.3
-13.6997	0.4
-16.4902	0.5
-9.63239	0.6
-8.55852	0.7
-0.0541537	0.8
0.136066	0.9
-0.23108	1
0.387531	1.1
1.59344	1.2
8.2608	1.3
-5.42936	1.4
119.667	1.5
-5.93479	1.6
-5.78411	1.7
-5.4549	1.8
5.47293	1.9
-2.561	2
37.1077	2.1
-4.37543	2.2
-4.25846	2.3
-4.025	2.4
-3.87251	2.5
-3.54408	2.6
-3.43213	2.7
-3.41108	2.8
-3.26494	2.9
-2.72259	3
4.27661	3.1
26.6419	3.2
-2.75257	3.3
-2.40422	3.4
-1.76276	3.5
-2.09455	3.6
-1.9721	3.7
-1.79904	3.8
-1.72414	3.9
-1.63459	4
-0.561725	4.1
-1.17621	4.2
-1.16938	4.3
-0.810963	4.4
-0.354982	4.5
-0.0360204	4.6
0.176729	4.7
0.857276	4.8
2.53987	4.9
3.72357	5
