19.2604	0.2
11.5875	0.3
5.95069	0.4
6.17534	0.5
2.68747	0.6
1.82397	0.7
1.65921	0.8
1.59809	0.9
0.919466	1
0.888539	1.1
0.507043	1.2
0.372782	1.3
0.469365	1.4
0.566135	1.5
0.343682	1.6
0.340812	1.7
0.45018	1.8
0.18132	1.9
0.31316	2
0.146349	2.1
0.19261	2.2
0.246313	2.3
0.240953	2.4
0.227046	2.5
0.0948274	2.6
0.100308	2.7
0.109597	2.8
0.101035	2.9
0.10399	3
0.0716412	3.1
0.0715496	3.2
0.111026	3.3
0.099107	3.4
0.0915709	3.5
0.06675	3.6
0.111587	3.7
0.0704676	3.8
0.0815275	3.9
0.0458029	4
0.0592729	4.1
0.0612479	4.2
0.0960284	4.3
0.0466771	4.4
0.0464637	4.5
0.0578126	4.6
0.0374427	4.7
0.0277865	4.8
0.0678779	4.9
0.0411704	5
