98.4092	0.2
112.595	0.3
41.026	0.4
65.7147	0.5
14.5428	0.6
30.4474	0.7
26.5096	0.8
42.3976	0.9
12.5674	1
11.4218	1.1
13.0803	1.2
13.8222	1.3
16.9649	1.4
17.9638	1.5
9.5618	1.6
14.0979	1.7
12.6368	1.8
8.59932	1.9
13.2337	2
9.33318	2.1
5.88825	2.2
9.55507	2.3
7.40527	2.4
9.34414	2.5
8.86986	2.6
7.18877	2.7
9.79109	2.8
5.18428	2.9
7.19822	3
3.21867	3.1
5.07715	3.2
8.44314	3.3
6.44512	3.4
8.27151	3.5
5.90511	3.6
11.9724	3.7
7.13262	3.8
5.73484	3.9
6.9019	4
3.6108	4.1
6.85198	4.2
5.02412	4.3
3.70052	4.4
4.31953	4.5
4.66623	4.6
6.72717	4.7
5.87584	4.8
3.44767	4.9
4.0221	5
