-0.0196	0.2
-0.00871112	0.3
-0.00640001	0.4
-0.004096	0.5
-0.00284445	0.6
-0.00129349	0.7
0.00385402	0.8
0.0120739	0.9
0.0216594	1
0.041584	1.1
0.0668989	1.2
0.103362	1.3
0.142248	1.4
0.195736	1.5
0.273105	1.6
0.337126	1.7
0.424558	1.8
0.59079	1.9
0.652612	2
1.03444	2.1
1.34028	2.2
1.50957	2.3
1.44772	2.4
0.992545	2.5
0.782897	2.6
0.658066	2.7
0.516848	2.8
0.433808	2.9
0.404802	3
0.366961	3.1
0.321552	3.2
0.309958	3.3
0.265199	3.4
0.252317	3.5
0.231798	3.6
0.215768	3.7
0.205393	3.8
0.183949	3.9
0.168912	4
0.163065	4.1
0.15737	4.2
0.137143	4.3
0.139828	4.4
0.126187	4.5
0.11947	4.6
0.112904	4.7
0.108302	4.8
0.100089	4.9
0.0964977	5
