0.00025	0.2
0.000233333	0.3
0.000369531	0.4
0.00157438	0.5
-0.000298958	0.6
-0.000790625	0.7
0.00114492	0.8
0.000264931	0.9
0.00143906	1
0.000628409	1.1
0.00138802	1.2
0.000765625	1.3
0.000938393	1.4
0.000130833	1.5
0.000604687	1.6
-0.00149301	1.7
0.000906597	1.8
0.000482566	1.9
0.00109937	2
-0.000466667	2.1
-0.00228409	2.2
-0.000276359	2.3
-0.000979818	2.4
-0.00084725	2.5
-0.000154327	2.6
0.000523495	2.7
-0.0027356	2.8
0.000145259	2.9
0.000397187	3
-0.00139284	3.1
0.00087793	3.2
-0.000405682	3.3
-0.00106526	3.4
-0.000908304	3.5
-9.20139e-05	3.6
0.000406841	3.7
-4.02961e-05	3.8
0.000338141	3.9
0.000943203	4
-0.00108994	4.1
0.0018503	4.2
0.00103568	4.3
0.00165845	4.4
0.00131063	4.5
-0.000461617	4.6
-6.64229e-05	4.7
0.000948568	4.8
5.82908e-05	4.9
0.000345875	5
