-0.00900009	0.2
-0.0111112	0.3
-0.00625006	0.4
-0.00400004	0.5
-0.00277781	0.6
-0.00204084	0.7
0.00127582	0.8
0.00135522	0.9
0.0119404	1
0.0458102	1.1
0.0689857	1.2
0.0965014	1.3
0.157988	1.4
0.195306	1.5
0.267005	1.6
0.335519	1.7
0.358288	1.8
0.542222	1.9
0.653372	2
0.722162	2.1
0.956878	2.2
0.85797	2.3
0.941495	2.4
0.945678	2.5
0.880559	2.6
0.841486	2.7
0.690723	2.8
0.688735	2.9
0.577999	3
0.521327	3.1
0.491928	3.2
0.402817	3.3
0.37274	3.4
0.339321	3.5
0.290451	3.6
0.29164	3.7
0.266921	3.8
0.230443	3.9
0.20512	4
0.195033	4.1
0.165878	4.2
0.160514	4.3
0.150816	4.4
0.145663	4.5
0.133222	4.6
0.128736	4.7
0.125863	4.8
0.113932	4.9
0.10359	5
